,bltasid,residentialsf,bsmntsf,bsmntfinsf,garagesf,grossacres,yrblt,salep,SubDivisionCode
3422,7,1764,442,0,468,0.19,1980,475500,20
3423,1,994,852,852,484,0.15,1979,461500,26
3424,8,2243,1243,907,506,0.2,1996,590000,41
3425,7,1630,480,0,400,0.15,2002,444900,-1
3426,19,1143,0,0,220,0.0,2003,337000,50
3427,68,1139,539,0,268,0.0,2005,339500,13
3428,61,1115,0,0,604,0.0,2005,372500,51
3429,8,2264,905,0,600,0.15,2016,435000,-1
3430,1,1330,0,0,400,0.09,2001,400000,-1
3431,19,964,0,0,0,0.0,2001,295000,18
3432,61,1268,0,0,420,0.09,1998,340000,-1
3433,8,1536,0,0,420,0.16,1989,415000,-1
3434,8,1670,840,840,472,0.13,1987,572500,-1
3435,1,1976,1694,1694,676,0.4,1970,867530,9
3436,1,894,0,0,294,0.18,1952,435027,-1
3437,1,1026,1026,1026,297,0.19,1960,410500,-1
3438,8,2192,648,0,474,0.2,1973,450000,-1
3439,1,1456,0,0,0,0.12,1952,600200,-1
3440,4,1797,0,0,500,0.2,1969,400000,-1
3441,4,1632,0,0,288,0.15,1976,435000,-1
3442,8,2078,812,812,462,0.26,1979,575000,-1
3443,68,1412,0,0,0,0.0,1972,300000,1
3444,19,938,0,0,0,0.0,1978,235000,-1
3445,68,1026,678,500,231,0.03,1997,335000,-1
3446,8,2232,780,0,484,0.29,1979,535000,-1
3447,7,1576,375,375,433,0.16,1994,515500,-1
3448,4,1680,0,0,494,0.1,1984,401000,-1
3449,7,1452,0,0,420,0.16,1983,472000,-1
3450,8,2808,1500,0,649,0.18,1999,680000,-1
3451,68,1232,640,0,200,0.02,1996,336000,-1
3452,8,2433,1221,0,640,0.17,2005,560000,-1
3453,1,1932,1932,316,624,0.21,2006,620000,19
3454,8,1548,468,330,402,0.11,2003,480000,41
3455,21,1944,0,0,308,0.22,1999,389000,-1
3456,8,1859,1099,0,400,0.15,2007,472000,31
3457,8,2012,680,0,616,0.13,2012,486000,38
3458,1,1686,886,0,400,0.12,2013,460000,-1
3459,19,1241,0,0,0,0.0,2005,325000,46
3460,8,2275,1185,0,660,0.14,2015,650000,-1
3461,19,1567,0,0,400,0.0,2017,375000,32
3462,21,1383,0,0,484,0.0,2002,145000,-1
3463,69,2028,0,0,400,0.04,2018,545000,-1
3464,69,2028,0,0,400,0.04,2018,550000,-1
3465,8,2359,0,0,576,0.11,2017,510000,-1
3466,68,1295,551,0,400,0.03,2003,365000,42
3467,8,2293,981,981,640,0.13,2003,570000,-1
3468,1,1290,1234,1234,400,0.15,1998,545000,-1
3469,8,2331,1369,1369,724,0.2,1997,805000,-1
3470,8,1740,847,394,504,0.16,1998,508000,-1
3471,8,1796,884,0,400,0.13,2000,500000,16
3472,8,2243,780,780,484,0.38,1984,650000,-1
3473,1,1204,1080,904,720,0.19,1989,545000,26
3474,8,1891,648,648,420,0.21,1986,490000,-1
3475,1,1108,0,0,506,0.18,1968,410000,15
3476,7,1736,0,0,520,0.17,1979,545000,-1
3477,4,1712,0,0,576,0.56,1977,415000,-1
3478,5,1136,0,0,550,0.16,1910,524900,-1
3479,1,1383,0,0,286,0.17,1959,500000,-1
3480,8,2645,1020,1020,506,0.37,1991,850000,-1
3481,4,1776,0,0,336,0.19,1974,325000,-1
3482,1,1768,0,0,528,1.1,1992,735000,-1
3483,68,1064,0,0,270,0.0,1970,306000,-1
3484,1,1104,0,0,484,0.15,1993,454500,-1
3485,8,1948,1120,856,684,0.15,1999,575000,-1
3486,8,2178,1034,1034,546,0.17,1998,618100,-1
3487,5,2559,0,0,728,38.0,2009,1200000,-1
3488,8,1748,594,0,441,0.07,2004,475300,22
3489,8,2565,1212,1212,560,0.14,2009,605000,38
3490,1,1530,1530,1002,440,0.11,2012,505000,31
3491,68,1205,0,0,326,0.06,2014,410000,7
3492,1,1520,1520,0,600,0.14,2017,525000,-1
3493,8,2546,1264,0,742,0.22,2008,668920,-1
3494,61,1085,0,0,264,0.0,1983,315000,-1
3495,1,1984,713,0,1388,2.59,1993,765000,-1
3496,8,1731,812,812,441,0.17,1978,450000,-1
3497,1,1032,768,768,400,0.15,1948,625000,-1
3498,1,1204,1204,1120,308,0.2,1962,460000,-1
3499,1,1408,0,0,360,0.19,1957,420000,-1
3500,68,1022,660,660,231,0.03,1995,351000,-1
3501,7,1280,328,328,480,0.19,1979,475000,-1
3502,19,1131,0,0,0,0.0,1970,245000,-1
3503,1,1040,0,0,400,0.11,1995,427000,-1
3504,8,2701,1486,1176,640,0.23,2004,710500,-1
3505,8,2042,1430,650,594,0.17,1998,680000,16
3506,68,1384,594,0,480,0.04,2005,411000,22
3507,0,1,0,0,0,0.09,2020,533435,-1
3508,1,2216,0,0,1121,0.14,2017,627100,-1
3509,8,3819,1239,0,897,0.2,2017,750000,-1
3510,19,1273,0,0,0,0.0,2007,477500,34
3511,8,1978,989,394,380,0.13,2002,465000,-1
3512,7,1507,376,0,649,0.11,2013,424800,31
3513,1,1517,2592,1489,420,0.1,2013,780000,21
3514,5,3832,3307,2724,1104,0.4,2003,1500000,19
3515,8,2649,816,0,628,0.55,1997,750000,-1
3516,8,1548,0,0,400,0.1,2001,395000,-1
3517,1,1796,1700,1700,600,0.14,2001,675000,-1
3518,21,1152,0,0,384,0.18,1978,235000,-1
3519,4,1880,0,0,298,0.2,1980,350000,20
3520,1,912,912,0,280,0.17,1984,371000,-1
3521,20,634,0,0,0,0.0,1965,329900,-1
3522,19,731,0,0,0,0.0,1978,230000,-1
3523,8,1920,0,0,456,0.16,1984,503000,-1
3524,65,1390,0,0,440,0.12,1979,340000,-1
3525,1,1484,1344,672,308,0.51,1957,590000,-1
3526,1,1056,0,0,480,0.29,1969,410000,-1
3527,1,1456,0,0,520,0.41,1974,435000,-1
3528,1,960,960,960,288,0.18,1963,450000,-1
3529,1,1253,0,0,273,0.19,1960,620000,-1
3530,4,2066,0,0,400,0.16,1977,485000,-1
3531,4,1422,0,0,308,0.15,1979,424400,-1
3532,68,864,0,0,231,0.0,1977,330000,-1
3533,8,2015,917,917,420,0.16,1985,557000,-1
3534,8,2260,1202,1202,441,0.19,1997,593000,-1
3535,8,2251,712,712,579,0.19,1991,626500,-1
3536,8,1390,0,0,420,0.11,2001,417000,-1
3537,68,1132,594,0,200,0.03,1997,375100,-1
3538,19,840,0,0,0,0.0,1998,267000,-1
3539,8,1688,0,0,504,0.11,2017,470000,-1
3540,68,2320,960,960,400,0.09,2015,515000,42
3541,61,1422,1422,1064,361,0.07,2016,600000,3
3542,19,1263,0,0,470,0.0,2003,375350,52
3543,61,1168,0,0,0,0.0,2003,292000,38
3544,1,1830,1746,1113,680,0.26,1999,605000,-1
3545,19,714,0,0,0,0.0,1996,242000,-1
3546,8,2424,1539,0,440,0.13,2001,512000,42
3547,8,2765,1419,0,634,0.24,2002,692000,-1
3548,68,1248,0,0,288,0.0,1980,340000,-1
3549,7,1806,734,734,550,0.19,1978,525000,-1
3550,68,1806,0,0,384,0.13,1976,420000,-1
3551,1,1088,544,544,380,0.17,1922,587000,-1
3552,1,1347,1347,1010,456,0.22,1920,962000,-1
3553,7,1392,0,0,288,0.15,1968,425000,-1
3554,1,912,912,912,288,0.17,1966,470000,-1
3555,1,1680,0,0,480,0.21,1945,825000,-1
3556,8,2232,1222,902,480,0.12,2012,990000,-1
3557,1,1300,0,0,300,1.43,1970,550000,-1
3558,473,2690,0,0,0,1.43,1966,550000,-1
3559,469,2000,0,0,0,1.43,1999,550000,-1
3560,8,1600,768,768,440,0.14,1985,565000,26
3561,68,960,0,0,288,0.0,1979,280000,-1
3562,68,968,112,0,384,0.01,1984,296000,2
3563,8,2023,884,0,440,0.2,1989,565000,-1
3564,8,1536,0,0,528,0.15,1987,440000,-1
3565,8,4708,3172,2699,960,1.9,1999,1312000,-1
3566,8,1984,896,0,400,0.18,1999,615000,16
3567,58,2500,0,0,440,0.1,2015,720000,-1
3568,68,1546,577,0,399,0.0,2019,427500,-1
3569,19,688,0,0,0,0.0,1971,262000,-1
3570,8,2269,1067,0,684,0.16,2003,501072,40
3571,61,1209,962,706,456,0.07,2000,414900,-1
3572,8,2168,918,0,440,0.15,1989,495000,-1
3573,19,918,0,0,0,0.0,1974,256000,-1
3574,19,918,0,0,0,0.0,1974,230000,-1
3575,7,1689,456,456,462,0.14,1986,412500,-1
3576,8,1680,0,0,456,0.18,1983,465000,-1
3577,68,2189,0,0,384,0.13,1976,450000,-1
3578,8,2635,1551,903,480,0.17,1998,650000,16
3579,0,1,0,0,0,0.0,2020,404500,-1
3580,19,696,0,0,0,0.0,1998,215000,-1
3581,304,11648,0,0,0,0.2,2005,1700000,-1
3582,8,2833,1594,0,620,0.21,1996,647900,-1
3583,8,1861,960,0,480,0.1,1998,435000,-1
3584,1,2362,2118,2118,988,2.91,2002,1350000,-1
3585,8,1410,0,0,210,0.06,2002,390000,-1
3586,8,1248,0,0,240,0.07,2002,350000,-1
3587,8,1324,844,0,372,0.15,1983,348000,-1
3588,1,1632,0,0,576,0.12,1982,355000,-1
3589,68,960,0,0,288,0.0,1979,300000,-1
3590,4,1858,0,0,440,0.16,1980,489000,-1
3591,1,1046,0,0,520,0.18,1979,370000,-1
3592,19,1000,0,0,0,0.0,1989,246000,-1
3593,8,2613,1402,820,724,0.27,1994,820000,-1
3594,8,3388,2282,1451,728,1.09,1994,1241000,-1
3595,8,2626,1120,1120,552,0.16,1990,665000,39
3596,8,2023,0,0,720,0.3,1984,580507,-1
3597,1,1045,0,0,360,0.1,1994,315000,-1
3598,8,2242,1073,1073,484,0.19,1989,575000,-1
3599,4,1584,0,0,576,0.2,1976,435000,-1
3600,68,1200,0,0,400,0.0,1974,314000,-1
3601,8,2724,1076,1076,0,0.73,1964,760000,9
3602,1,1261,0,0,432,0.33,1952,435000,-1
3603,1,1728,884,0,728,0.42,1976,610000,-1
3604,5,1896,1530,1386,528,0.45,1976,710000,-1
3605,7,1636,448,0,432,0.19,1975,440000,-1
3606,19,909,0,0,0,0.0,1972,245000,-1
3607,4,1756,0,0,480,0.33,1973,477500,-1
3608,8,2032,778,0,600,0.16,2000,554000,41
3609,8,3672,1921,800,802,0.21,2005,892000,19
3610,19,817,0,0,0,0.0,2002,249000,4
3611,20,1344,0,0,0,0.0,2019,695000,-1
3612,0,1,0,0,0,0.0,2020,399500,-1
3613,68,1388,546,0,552,0.04,2004,365500,22
3614,8,2048,662,0,620,0.2,2000,530000,-1
3615,68,1338,639,567,220,0.03,1995,353000,-1
3616,8,1248,0,0,240,0.06,2000,368500,-1
3617,68,1450,710,710,400,0.04,1999,382500,-1
3618,19,660,0,0,0,0.0,1979,236000,-1
3619,8,2514,1370,933,754,0.25,1994,875000,-1
3620,1,834,0,0,260,0.17,1989,365000,-1
3621,1,960,0,0,456,0.16,1988,409000,-1
3622,8,2176,632,242,440,0.15,1995,600000,-1
3623,4,1748,0,0,400,0.21,1979,457000,-1
3624,68,1248,576,0,440,0.05,1979,360000,-1
3625,7,1450,0,0,400,0.2,1979,426000,-1
3626,7,1450,0,0,400,0.2,1979,426000,-1
3627,7,1580,0,0,440,0.16,1976,460000,-1
3628,1,1144,1000,825,484,0.15,1920,547000,-1
3629,5,1741,518,518,440,0.27,1981,556000,-1
3630,4,1716,0,0,384,0.24,1978,432000,-1
3631,1,1156,1156,1156,256,0.16,1963,531500,-1
3632,1,1176,0,0,280,0.23,1973,385000,-1
3633,1,912,0,0,264,0.18,1970,426500,-1
3634,1,1200,0,0,280,0.19,1957,475000,-1
3635,61,1200,1200,0,312,0.0,1972,350000,1
3636,1,1214,0,0,330,0.16,1950,421000,-1
3637,4,1488,0,0,440,0.17,1975,426000,-1
3638,1,1173,1173,1173,484,0.19,1974,490000,-1
3639,4,1842,0,0,546,0.28,1974,523000,-1
3640,61,666,0,0,0,0.04,1974,231000,-1
3641,7,1184,0,0,432,0.18,1980,335000,-1
3642,7,1368,0,0,418,0.14,1983,385000,-1
3643,7,1568,0,0,480,0.23,1979,438000,-1
3644,1,1368,1200,884,520,0.13,1993,462500,-1
3645,8,1154,0,0,430,0.11,1995,421000,-1
3646,8,2488,1259,1116,621,0.18,1994,595000,16
3647,8,1536,0,0,420,0.21,1988,455000,-1
3648,1,1196,1156,1156,528,0.1,1991,550000,-1
3649,68,1088,544,0,264,0.0,1983,328500,-1
3650,68,1296,0,0,441,0.0,1980,300000,-1
3651,1,1040,0,0,422,0.15,1993,368500,-1
3652,19,679,0,0,0,0.0,1998,265000,-1
3653,8,2087,990,0,420,0.13,1997,490000,-1
3654,68,1158,618,0,200,0.03,1998,310000,-1
3655,8,2836,1176,1016,604,0.2,1999,588000,-1
3656,68,1591,918,0,275,0.0,2004,360000,-1
3657,68,1488,0,0,342,0.04,2016,430000,35
3658,1,1594,826,0,440,0.15,2012,420000,-1
3659,8,1714,0,0,560,0.11,2017,482500,-1
3660,68,1488,0,0,342,0.04,2015,500000,35
3661,1,1097,1097,596,286,0.16,1958,418500,-1
3662,1,1596,1628,1024,260,0.2,1964,578000,-1
3663,1,999,999,795,500,0.22,1976,442500,-1
3664,7,1769,550,0,325,0.17,1966,463470,-1
3665,8,2446,0,0,576,0.94,1986,631000,-1
3666,61,988,988,988,264,0.0,1979,335000,-1
3667,19,893,0,0,0,0.0,1974,240000,-1
3668,68,952,0,0,264,0.0,1983,302000,-1
3669,4,1512,0,0,576,0.15,1984,430000,-1
3670,1,1074,0,0,240,0.18,1960,440000,-1
3671,8,2366,0,0,440,0.2,1989,606500,-1
3672,61,784,0,0,0,0.0,1975,264900,-1
3673,61,1570,912,912,440,0.16,1995,401000,-1
3674,1,1032,1032,694,440,0.09,1994,453000,-1
3675,8,1912,948,716,440,0.18,1996,625000,-1
3676,8,2488,1204,850,484,0.22,1996,762500,-1
3677,1,1477,1008,768,546,0.13,1997,635000,-1
3678,8,2175,664,664,609,0.26,1999,575000,41
3679,8,3114,1623,1623,672,0.23,1999,830000,-1
3680,8,1587,0,0,400,0.09,2002,422500,-1
3681,68,1352,656,656,240,0.02,2000,385000,-1
3682,8,1586,842,551,400,0.08,2007,520000,-1
3683,68,1639,814,0,441,0.07,2004,414500,22
3684,68,1428,700,550,420,0.0,2004,465000,51
3685,19,1118,0,0,286,0.0,2003,347000,29
3686,19,1047,0,0,180,0.0,2003,287000,32
3687,1,1539,1419,0,452,0.25,2012,510000,38
3688,19,1033,0,0,0,0.0,2005,290000,46
3689,19,940,0,0,0,0.0,2009,290000,46
3690,8,1748,0,0,600,0.1,2014,460200,-1
3691,68,1675,0,0,408,0.04,2017,384000,-1
3692,1,1880,1550,0,662,0.16,2017,575000,-1
3693,61,1840,1806,0,638,0.15,2014,540000,42
3694,68,1662,0,0,504,0.04,2019,399000,-1
3695,19,1229,1229,0,576,0.0,2016,399000,13
3696,68,1306,0,0,340,0.04,2015,485000,35
3697,8,2458,992,992,576,0.08,2015,1250000,35
3698,68,1338,0,0,240,0.0,2004,291000,0
3699,68,1229,580,450,200,0.0,2001,392503,36
3700,21,1556,0,0,484,0.0,2001,175000,-1
3701,1,1254,774,0,400,0.11,2002,394600,28
3702,8,4537,3235,1964,1463,0.6,2000,1350000,12
3703,1,2134,2134,2134,1094,0.55,1974,1070000,-1
3704,8,2178,1084,1084,720,0.12,1988,1305000,-1
3705,7,1624,0,0,440,0.1,1984,535000,-1
3706,1,968,0,0,416,0.62,1970,484000,-1
3707,7,1480,0,0,440,0.26,1976,466000,-1
3708,1,1152,1152,0,0,0.18,1974,320000,-1
3709,19,938,0,0,0,0.0,1979,240000,-1
3710,8,3205,0,0,1194,2.75,1979,843000,-1
3711,68,1104,0,0,264,0.0,1980,320000,-1
3712,8,1837,1076,806,462,0.23,1996,559000,41
3713,1,2004,2004,754,664,0.2,1992,629900,-1
3714,19,1071,0,0,220,0.0,1998,301000,-1
3715,8,1603,672,0,441,0.14,2003,480000,-1
3716,19,731,0,0,0,0.0,2001,255000,18
3717,8,1746,868,0,586,0.09,2018,549300,-1
3718,8,2096,922,0,652,0.11,2018,590000,-1
3719,68,1430,0,0,484,0.0,2019,425000,-1
3720,8,3972,1181,0,752,0.32,2016,1025000,-1
3721,68,1298,445,0,440,0.03,2003,390000,42
3722,8,2149,1129,919,708,0.13,2004,675000,-1
3723,8,2922,1601,1601,720,0.2,2002,900000,19
3724,8,2750,1400,998,966,0.24,1997,687500,-1
3725,8,3015,1622,1622,765,0.35,2000,1025000,19
3726,7,2850,834,754,714,0.21,1985,740000,-1
3727,8,1698,1232,1232,484,0.15,1988,637500,39
3728,68,990,495,0,220,0.0,1984,346000,-1
3729,1,1144,1144,110,440,0.2,1966,582000,-1
3730,4,1790,0,0,498,0.15,1973,395000,-1
3731,19,864,0,0,0,0.0,1981,230000,-1
3732,8,2243,780,0,484,0.15,1983,600000,-1
3733,1,988,0,0,520,0.22,1978,385000,-1
3734,7,1532,0,0,520,0.19,1981,450000,-1
3735,8,2013,650,650,486,0.22,1988,665000,39
3736,1,2823,2755,2755,1535,0.63,2001,1550000,12
3737,1,2610,2595,1636,777,0.5,2004,1050000,-1
3738,20,1206,0,0,56,0.0,2004,655000,-1
3739,68,1205,0,0,326,0.05,2013,385000,7
3740,8,2135,1056,0,0,0.31,2008,1077000,-1
3741,1,1737,1560,1030,484,0.26,1971,490000,-1
3742,1,1100,1100,1100,440,0.23,1977,555000,-1
3743,7,1578,504,0,488,0.16,1975,464500,-1
3744,19,751,0,0,0,0.0,1978,182000,-1
3745,21,1689,0,0,600,0.24,1986,115000,-1
3746,19,1134,0,0,220,0.0,2001,325000,18
3747,68,1221,588,0,0,0.0,1997,355000,-1
3748,19,850,0,0,0,0.0,1989,255000,-1
3749,68,1194,468,468,280,0.0,1986,395000,-1
3750,8,1789,944,746,440,0.17,1988,545000,-1
3751,8,1634,0,0,520,0.16,2013,430000,-1
3752,9,1623,676,529,520,0.07,2014,735000,35
3753,1,1415,1395,0,462,0.15,2011,560000,-1
3754,1,1675,1603,0,440,0.15,2008,550000,38
3755,8,1796,0,0,528,0.22,1991,465000,-1
3756,68,1326,672,672,280,0.0,1995,395000,-1
3757,8,1941,1133,0,400,0.16,1999,560000,-1
3758,8,1666,900,0,400,0.14,1998,540000,-1
3759,8,1492,409,409,400,0.05,2013,450000,42
3760,7,1785,378,0,649,0.11,2013,485000,31
3761,8,1772,840,800,440,0.13,2002,550000,42
3762,8,1414,672,0,440,0.19,1979,451000,-1
3763,4,2344,0,0,240,0.21,1973,465000,-1
3764,1,1672,0,0,380,0.31,1972,400000,-1
3765,1,720,576,576,384,0.12,1928,635000,-1
3766,1,1592,636,0,576,0.18,1910,678500,-1
3767,4,2000,0,0,448,0.36,1972,490000,-1
3768,4,1886,0,0,480,0.19,1977,440000,-1
3769,19,618,0,0,0,0.0,1978,213500,-1
3770,8,2856,0,0,768,1.43,1988,970000,-1
3771,1,1052,1028,1028,484,0.17,1986,485000,26
3772,1,1310,0,0,380,0.1,2000,410000,-1
3773,1,1422,1388,1388,727,0.15,2001,565000,-1
3774,8,2255,1080,864,441,0.16,1994,570000,-1
3775,1,1450,1450,0,400,0.2,1996,525000,16
3776,8,2778,1465,1037,763,0.27,1995,782000,-1
3777,7,1256,0,0,440,0.14,1985,390000,-1
3778,8,1549,375,0,440,0.12,1993,488000,-1
3779,1,1970,1970,0,860,0.21,2006,624940,42
3780,1,1644,1626,1538,400,0.12,2007,482000,-1
3781,8,2804,1523,0,630,0.19,1998,625000,-1
3782,8,2504,645,525,630,0.16,1999,650000,-1
3783,1,3630,3577,2984,1156,3.35,2006,2400000,-1
3784,8,2011,656,370,576,0.14,2007,473000,31
3785,1,1689,1509,1300,440,0.14,2002,500000,-1
3786,7,1540,0,0,264,0.2,1966,455000,-1
3787,4,1818,0,0,484,0.14,1979,351000,26
3788,8,2588,1035,0,580,0.21,2001,685000,19
3789,19,731,0,0,220,0.0,2001,250000,18
3790,0,1,0,0,0,0.09,2020,540000,-1
3791,68,1781,1322,1047,361,0.07,2016,660000,3
3792,8,3170,1406,0,668,0.14,2015,676000,-1
3793,1,1702,1677,0,560,0.13,2007,576000,38
3794,20,1148,0,0,0,0.0,2017,659500,-1
3795,1,2680,2680,2364,699,0.28,1999,965000,-1
3796,1,1674,1674,756,440,0.18,1994,599000,16
3797,68,1195,655,0,200,0.0,2001,341500,36
3798,8,1586,579,0,400,0.05,2009,453000,42
3799,1,2292,2292,887,954,3.57,2018,1425000,-1
3800,8,1588,1058,0,400,0.11,2011,460000,31
3801,8,2347,1065,765,690,0.22,2002,620000,-1
3802,8,3299,1712,1712,682,0.38,2003,827000,-1
3803,8,2800,1545,1105,640,0.27,2003,767000,-1
3804,1,1705,1110,0,462,0.08,2002,430000,-1
3805,8,1832,1060,1060,440,0.14,1985,590000,-1
3806,7,1772,644,644,500,0.26,1979,565000,-1
3807,7,1759,0,0,435,0.19,1978,430000,-1
3808,8,1425,576,576,0,0.24,1949,635000,-1
3809,1,936,936,936,288,0.17,1966,500000,-1
3810,68,1301,546,0,361,0.0,2015,415000,27
3811,8,2366,1187,0,582,0.13,2013,623500,-1
3812,1,749,0,0,0,0.18,1952,410000,-1
3813,1,1344,1344,1344,736,0.27,1961,525000,-1
3814,1,984,840,840,432,0.23,1975,530000,-1
3815,8,2690,1310,734,618,0.2,2005,700000,-1
3816,8,1970,860,0,400,0.1,2017,522000,-1
3817,21,1205,0,0,330,0.0,2003,160000,-1
3818,68,1108,0,0,273,0.0,1998,300000,-1
3819,1,1339,1327,964,528,0.0,1994,450000,1
3820,68,1080,504,440,264,0.0,1980,365000,-1
3821,7,1328,0,0,480,0.22,1979,462000,-1
3822,7,2412,0,0,572,0.23,1981,637016,-1
3823,4,1375,0,0,304,0.12,1978,335000,-1
3824,7,1095,680,0,440,0.1,1994,360000,-1
3825,4,1888,0,0,432,0.26,1972,485500,-1
3826,8,1853,380,0,400,0.1,1976,495000,-1
3827,8,2310,1112,0,596,0.09,2018,600000,-1
3828,8,1861,897,0,505,0.1,2014,490000,42
3829,8,2692,1653,0,441,0.12,2015,651000,-1
3830,1,1277,1205,1036,610,0.19,1960,615000,-1
3831,1,664,0,0,0,0.11,1900,475000,-1
3832,19,938,0,0,0,0.0,1979,245000,-1
3833,1,1332,0,0,410,0.16,1979,480000,-1
3834,19,1146,0,0,240,0.0,2001,312500,18
3835,8,1394,670,345,460,0.21,1996,465000,-1
3836,1,1483,1465,1465,462,0.23,1993,559400,-1
3837,1,1555,1505,1369,498,0.17,1994,619500,-1
3838,8,2812,967,0,764,0.24,1998,630000,-1
3839,1,2595,1482,1482,720,0.28,1991,770000,-1
3840,68,1293,480,480,400,0.0,1987,413000,-1
3841,8,1944,720,720,528,0.18,1990,497000,-1
3842,8,2229,937,937,660,0.19,1994,675000,-1
3843,1,988,0,0,360,0.23,1976,360000,-1
3844,19,966,0,0,0,0.0,1980,260900,-1
3845,8,1810,0,0,440,0.16,1984,458000,-1
3846,68,1248,576,0,440,0.05,1978,369900,-1
3847,8,2356,0,0,528,0.23,1976,625000,-1
3848,21,1616,0,0,660,0.0,2005,215000,-1
3849,1,1383,0,0,441,0.11,2017,477000,-1
3850,1,1829,1643,1053,420,0.15,2014,579000,-1
3851,8,3266,1758,1758,740,0.19,2014,850000,-1
3852,1,2294,2280,1981,644,0.18,2007,775000,-1
3853,1,620,620,620,0,0.21,1911,540000,-1
3854,1,1310,0,0,0,0.17,1955,546000,-1
3855,1,720,720,720,441,0.2,1925,710000,-1
3856,4,1920,0,0,0,0.15,1973,431000,-1
3857,1,964,0,0,0,0.13,1935,381000,-1
3858,4,1584,0,0,264,0.21,1965,446500,-1
3859,1,2125,2055,1200,728,0.55,1990,1069200,-1
3860,8,2674,960,960,572,0.22,1978,970000,-1
3861,7,1754,576,576,464,0.36,1978,430600,-1
3862,5,2228,812,812,441,0.2,1978,525000,-1
3863,4,1375,0,0,304,0.09,1979,325000,-1
3864,19,896,0,0,288,0.0,1980,300000,-1
3865,68,1295,551,0,400,0.03,2003,376000,42
3866,1,1619,1619,0,504,0.11,2010,535000,31
3867,8,1783,772,0,420,0.1,2004,510000,22
3868,8,1775,377,377,420,0.14,2002,474700,-1
3869,8,2233,1652,0,1125,0.61,1995,755000,-1
3870,8,2015,1115,0,506,0.17,1995,601500,-1
3871,8,2026,1066,832,693,0.26,1993,655000,-1
3872,19,698,0,0,264,0.0,1984,229000,-1
3873,68,952,476,476,264,0.0,1983,379025,-1
3874,68,1212,0,0,0,0.03,1979,308000,14
3875,8,2150,720,600,528,0.24,1994,635000,-1
3876,8,1428,739,739,378,0.1,1998,490000,-1
3877,7,1771,596,0,560,0.15,2003,515000,41
3878,1,1088,1036,700,440,0.22,1983,472000,-1
3879,1,1312,1190,0,564,0.27,1984,411000,-1
3880,61,1085,0,0,264,0.0,1983,325000,-1
3881,8,1680,0,0,456,0.14,1984,462000,-1
3882,1,940,0,0,440,0.12,1983,394000,-1
3883,1,1774,0,0,420,0.21,1958,687000,-1
3884,1,1088,0,0,288,0.15,1956,460000,-1
3885,68,1430,686,0,400,0.0,2017,410000,32
3886,19,1085,0,0,286,0.0,2017,430000,17
3887,8,3336,1058,0,880,0.31,2013,830000,-1
3888,1,1739,1669,1191,650,0.19,2015,640000,-1
3889,68,1678,945,0,529,0.11,2017,515000,42
3890,1,1570,1570,0,420,0.17,2015,516000,42
3891,1,1880,1064,798,462,0.14,2007,580000,-1
3892,68,1326,527,0,340,0.0,2019,439500,-1
3893,7,2144,0,0,360,0.18,1979,625000,-1
3894,1,971,971,0,456,0.18,1978,450000,-1
3895,4,2048,0,0,440,0.16,1976,497365,-1
3896,4,1632,0,0,480,0.19,1971,425000,-1
3897,8,1392,0,0,440,0.14,1979,611000,-1
3898,8,2005,875,0,420,0.1,2016,480000,-1
3899,8,2364,771,0,441,0.14,2001,603000,22
3900,21,1232,0,0,484,0.0,2001,145000,-1
3901,1,2064,2032,1709,560,0.24,2003,717000,41
3902,1,1340,1340,232,400,0.16,1991,435000,-1
3903,8,1766,680,680,440,0.16,1988,550000,-1
3904,8,2332,1202,1022,800,0.22,1998,708000,-1
3905,8,2800,1438,998,884,0.2,1993,782000,-1
3906,61,1383,1383,1265,440,0.09,1996,400000,-1
3907,1,2395,2395,0,1093,4.84,2003,1295000,-1
3908,8,2338,1164,750,651,0.21,2003,595250,-1
3909,7,1627,376,248,649,0.12,2013,450000,31
3910,19,1167,0,0,260,0.0,2003,308000,50
3911,7,1770,504,0,516,0.16,1987,555000,-1
3912,19,702,0,0,0,0.0,1979,230000,-1
3913,19,918,0,0,0,0.0,1974,230000,-1
3914,8,2633,1306,0,462,0.14,1992,600000,26
3915,1,1380,0,0,480,0.19,1974,480000,-1
3916,20,1156,0,0,0,0.0,2017,632000,-1
3917,8,1914,0,0,588,0.11,2012,464500,-1
3918,68,1524,685,0,420,0.06,2019,460000,-1
3919,1,1520,0,0,462,0.22,1986,509600,-1
3920,1,1774,1774,0,484,0.12,2014,560500,-1
3921,8,2226,1096,0,380,0.11,2003,491900,28
3922,8,2911,731,0,467,0.17,2005,730000,22
3923,8,2033,984,984,682,0.19,2003,596200,-1
3924,1,1674,820,0,480,0.16,2011,415000,-1
3925,8,2074,1132,0,400,0.11,2009,463000,31
3926,8,2813,1857,1857,712,0.35,2000,807000,-1
3927,19,977,0,0,200,0.0,1999,305777,6
3928,68,1056,0,0,0,0.02,1984,280000,14
3929,8,1754,960,960,484,0.3,1993,573000,-1
3930,61,1282,1270,600,496,0.0,1993,370000,-1
3931,8,1389,708,708,440,0.15,1994,515000,-1
3932,19,761,0,0,0,0.0,1970,195000,-1
3933,19,960,0,0,0,0.0,1970,240000,-1
3934,1,1288,0,0,420,0.17,1980,300000,-1
3935,1,850,850,850,484,0.15,1976,435000,-1
