,bltasid,residentialsf,bsmntsf,bsmntfinsf,garagesf,grossacres,yrblt,salep,SubDivisionCode
0,14,672,0,0,0,0.0,1970,14000,-1
1,1,1080,0,0,297,0.15,1958,370000,-1
2,1,890,0,0,280,0.42,1900,347500,-1
3,7,1636,448,0,432,0.19,1975,395000,-1
4,7,1580,0,0,480,0.22,1972,386000,-1
5,51,1460,0,0,0,0.18,1961,450000,-1
6,5,2296,0,0,768,2.0,1920,730000,-1
7,51,1830,0,0,578,0.28,1972,453000,-1
8,1,1303,1008,1008,500,0.19,1976,392000,-1
9,1,1353,840,672,456,0.19,1971,410000,-1
10,8,1920,0,0,456,0.16,1982,386000,-1
11,7,1629,0,0,484,0.54,1978,430000,-1
12,1,1064,1064,1064,0,0.23,1978,421000,-1
13,7,1184,0,0,432,0.18,1980,347500,-1
14,1,1394,1374,0,502,0.19,1986,404100,-1
15,8,2812,932,932,832,0.52,1992,650000,-1
16,5,3342,1284,600,672,0.31,1985,725000,-1
17,8,1884,546,0,462,0.14,1989,450000,-1
18,8,2311,1236,1236,483,0.14,1989,485000,-1
19,19,608,0,0,0,0.0,1985,164000,-1
20,1,980,0,0,528,0.16,1988,366150,-1
21,8,3358,1722,1722,735,0.23,1994,735000,-1
22,19,1000,0,0,0,0.0,1989,247500,-1
23,8,1809,927,0,462,0.19,1995,440000,-1
24,1,2142,2142,1626,864,0.26,1995,635000,-1
25,8,2706,1202,1202,831,0.27,1994,585000,-1
26,1,2278,2173,1065,768,2.17,1996,785000,-1
27,68,1338,639,512,220,0.04,1997,292500,-1
28,7,1380,0,0,216,0.08,1998,342000,-1
29,8,1860,924,0,818,0.19,2001,497000,-1
30,8,1481,719,536,646,0.12,2005,424900,41
31,1,3036,3036,1737,1062,0.75,2015,1420000,-1
32,68,1560,816,0,441,0.07,2002,345000,33
33,8,1070,0,0,510,0.12,2005,403500,-1
34,68,1697,859,0,480,0.0,2008,345000,-1
35,68,1539,750,0,400,0.05,2017,370000,-1
36,1,1931,1931,0,640,0.17,2019,500000,-1
37,8,2787,1280,0,687,0.13,2015,622999,-1
38,1,2180,2114,1029,714,0.19,2015,642500,-1
39,61,1884,612,0,400,0.07,2019,395000,-1
40,8,1870,0,0,693,0.28,2012,426000,-1
41,68,1612,0,0,242,0.07,2005,330000,-1
42,68,1105,604,0,180,0.03,2001,315000,-1
43,8,1379,0,0,420,0.1,2001,352000,-1
44,1,2028,1996,168,400,0.15,2005,455000,40
45,8,2100,782,782,738,0.23,1997,500000,41
46,1,1301,1263,270,506,0.15,1996,390000,-1
47,8,4020,2049,2049,3362,3.47,1989,1749000,-1
48,7,1404,0,0,418,0.12,1982,380000,49
49,7,1438,520,520,494,0.17,1973,390000,-1
50,1,1596,980,740,528,0.39,1974,535000,9
51,4,1962,0,0,300,0.14,1975,402000,-1
52,1,1026,1026,800,297,0.18,1961,435000,-1
53,5,3188,935,935,624,0.27,1979,772500,-1
54,1,864,0,0,0,0.17,1964,250000,-1
55,8,1824,0,0,288,0.25,1963,347155,-1
56,14,1056,0,0,0,0.0,1991,43317,-1
57,1,1726,0,0,700,0.35,1954,340000,-1
58,1,888,888,888,480,0.15,1956,390000,-1
59,1,1347,1014,1014,400,0.24,1978,431500,-1
60,4,1532,0,0,528,0.18,1977,390000,-1
61,19,864,0,0,0,0.0,1981,215000,-1
62,68,1074,0,0,0,0.02,1985,255000,14
63,19,848,0,0,0,0.0,1984,221000,-1
64,8,1736,923,923,724,0.19,1995,455000,47
65,68,1132,594,0,200,0.03,1996,276000,-1
66,8,1929,627,507,609,0.17,1999,348000,41
67,8,2576,1317,0,609,0.17,2004,501000,-1
68,1,1660,1660,972,528,0.17,2004,445000,19
69,1,1414,1414,0,400,0.15,2007,375000,31
70,68,1326,528,0,552,0.04,2004,350000,22
71,8,2908,1224,1076,858,0.15,2005,723000,-1
72,19,1143,0,0,220,0.0,2005,290000,50
73,1,2231,2110,64,693,0.14,2015,590000,-1
74,20,1548,0,0,0,0.0,2019,1260000,-1
75,8,1913,1072,0,952,0.24,2005,550000,-1
76,8,2003,1293,0,400,0.13,2013,387000,31
77,68,1333,490,0,462,0.03,2003,322750,42
78,8,3018,2072,1796,825,0.56,2006,850000,-1
79,1,1038,0,0,288,0.14,1953,346500,-1
80,61,1268,1268,0,0,0.09,1998,0,-1
81,1,1038,1038,0,220,0.09,1986,330000,-1
82,8,1908,1078,0,608,0.16,1987,455000,-1
83,8,1903,598,598,506,0.15,1987,428000,-1
84,8,2197,1058,948,484,0.23,1993,492500,-1
85,19,918,0,0,0,0.0,1974,226500,-1
86,19,888,0,0,0,0.0,1974,226500,-1
87,68,1446,648,548,400,0.1,1979,355000,-1
88,1,1983,912,912,638,0.39,1969,590000,-1
89,8,1298,0,0,576,0.38,1979,435000,25
90,8,1916,912,600,240,0.17,1963,440000,-1
91,14,938,0,0,0,0.0,1973,15000,-1
92,14,1216,0,0,0,0.0,1999,40000,-1
93,17,5419,4448,0,1816,0.37,1978,1137755,14
94,1,1120,336,0,0,0.11,1900,364400,-1
95,1,1494,0,0,400,0.27,1955,510000,-1
96,20,849,0,0,0,0.0,1965,315000,-1
97,1,2251,2244,2244,1479,0.45,2014,985000,-1
98,7,1796,382,0,616,0.11,2013,384000,31
99,8,5404,3128,3128,1101,1.04,1995,1150000,24
100,61,1391,0,0,441,0.0,2015,382500,30
101,8,1746,868,0,586,0.09,2020,443655,-1
102,68,1294,0,0,240,0.0,2003,270000,0
103,68,1526,0,0,380,0.04,2014,439000,35
104,8,3106,1585,1437,895,0.75,2005,951000,-1
105,8,1792,726,0,399,0.11,2003,400000,28
106,61,1568,1568,1568,576,0.0,1977,375750,1
107,8,1944,832,704,440,0.46,1979,430000,-1
108,1,1524,1178,1050,400,0.26,1980,558000,-1
109,68,1102,0,0,0,0.02,1979,250000,-1
110,1,780,0,0,576,0.17,1922,390000,-1
111,1,1272,984,744,264,0.18,1964,431000,-1
112,1,1659,0,0,326,0.18,1958,660000,-1
113,1,1408,0,0,0,1.0,1973,433300,-1
114,1,1564,0,0,318,0.18,1969,395000,-1
115,1,912,660,495,180,0.11,1921,438000,-1
116,8,1715,774,0,558,0.14,1909,609500,-1
117,1,1815,1095,1095,1200,0.86,1959,837000,-1
118,1,994,864,864,260,0.19,1967,369500,-1
119,7,1886,480,480,440,0.46,1976,445000,-1
120,8,1816,624,0,564,0.2,1980,400000,-1
121,4,1632,0,0,504,0.24,1972,337000,-1
122,1,2281,1276,1276,835,0.36,1977,560000,25
123,8,2699,0,0,0,0.15,1983,397500,-1
124,1,1657,1657,0,462,0.11,2004,457500,22
125,8,2405,1188,0,760,0.42,1997,549000,-1
126,8,2086,1000,0,380,0.25,1995,445000,16
127,8,2116,676,0,480,0.16,1990,505000,39
128,61,1365,1365,1365,440,0.09,1993,385000,-1
129,68,1044,198,198,324,0.0,1979,245000,-1
130,8,1750,660,561,400,0.14,1986,436000,-1
131,68,1032,512,512,240,0.03,1997,275000,-1
132,8,1330,624,0,400,0.14,1980,390000,-1
133,61,1596,920,851,440,0.08,1986,345000,-1
134,7,1736,702,702,395,0.17,1999,435000,41
135,4,2442,0,0,400,0.24,1996,427000,49
136,1,1116,0,0,440,0.1,2002,329500,-1
137,1,1064,1064,836,0,0.24,1979,455000,-1
138,1,1680,0,0,600,0.64,1965,687000,-1
139,8,2992,1232,1232,528,0.28,1968,775000,-1
140,1,1478,0,0,540,0.11,1947,375000,-1
141,19,1008,0,0,0,0.0,1974,205900,-1
142,7,1536,0,0,440,0.18,1986,389000,-1
143,8,2040,768,0,480,0.08,2006,502000,35
144,8,2048,0,0,480,0.11,2005,355000,-1
145,67,1329,0,0,0,0.0,2003,250500,38
146,19,1034,0,0,0,0.0,2001,269000,-1
147,1,1569,1568,0,463,0.11,2010,500000,-1
148,8,2096,922,0,652,0.09,2020,451385,-1
149,19,1033,0,0,0,0.0,2007,270000,46
150,1,1901,1901,0,420,0.11,2019,486500,-1
151,7,2186,616,0,534,0.12,2013,427500,31
152,8,2324,1174,0,640,0.15,2004,530000,-1
153,7,2164,672,336,624,0.29,1978,470000,-1
154,1,1372,1073,881,462,0.23,1977,425000,-1
155,7,1296,0,0,432,0.18,1975,375000,-1
156,8,2118,726,681,724,0.18,2003,507000,-1
157,19,880,0,0,0,0.0,2000,239500,4
158,8,1722,832,832,568,0.18,1995,425000,-1
159,5,1876,192,0,324,0.18,1900,840000,-1
160,1,1164,0,0,336,0.13,1955,431000,-1
161,14,1216,0,0,0,0.0,1998,30000,-1
162,15,1652,0,0,0,0.0,1985,55000,-1
163,4,2010,0,0,616,0.19,1976,409000,-1
164,7,1532,836,836,480,0.14,1979,570000,-1
165,8,2137,1107,0,504,0.15,2003,443822,-1
166,19,1921,1100,0,487,0.0,2003,415000,52
167,8,2915,1747,0,441,0.13,2015,609995,-1
168,8,2811,1398,918,600,0.17,2018,640000,-1
169,8,2682,1115,965,450,0.14,2015,541500,42
170,1,1532,1412,0,440,0.11,2012,397000,38
171,7,1648,344,0,580,0.09,2013,402500,31
172,8,2348,845,819,800,0.26,2013,479000,-1
173,8,2943,1591,1500,794,0.2,2006,712000,19
174,8,1764,872,872,519,0.19,1994,424000,-1
175,14,1216,0,0,0,0.0,1993,10,-1
176,14,564,0,0,0,0.0,1968,5000,-1
177,1,1323,875,731,0,0.18,1962,427500,-1
178,7,1960,0,0,440,0.22,1995,432000,-1
179,8,1762,1178,936,440,0.19,1995,492000,-1
180,8,1796,768,0,528,0.16,1992,405000,-1
181,68,1313,699,634,260,0.0,1999,320000,48
182,8,2260,875,875,620,0.14,1999,439900,-1
183,1,1253,1239,192,471,0.17,2000,380000,-1
184,14,798,0,0,0,0.0,1972,5000,-1
185,7,1254,0,0,384,0.5,1976,305000,25
186,7,1352,0,0,480,0.17,1980,335000,-1
187,7,1252,356,356,480,0.19,1982,350500,-1
188,7,1758,598,598,488,0.26,1979,414500,-1
189,1,960,936,936,480,0.17,1977,326800,-1
190,1,1685,1655,0,550,0.16,1997,428000,41
191,68,1492,652,452,420,0.05,1998,355000,-1
192,8,3161,1543,1347,918,0.56,1999,825275,-1
193,8,2634,1155,999,714,0.25,1996,649000,-1
194,68,1298,619,619,220,0.03,1995,335700,-1
195,68,1422,618,240,480,0.04,2002,380000,22
196,68,1105,604,545,180,0.03,2002,320000,-1
197,8,2253,736,0,626,0.22,1989,570000,39
198,1,2000,1220,325,816,0.31,1993,550000,-1
199,68,952,476,476,264,0.0,1980,297900,-1
200,68,952,476,476,264,0.0,1981,300000,-1
201,61,988,988,988,264,0.0,1979,340000,-1
202,8,2990,1610,1074,734,0.3,2002,715000,19
203,99,220,0,0,0,0.0,2001,265000,18
204,19,1134,0,0,0,0.0,2001,265000,18
205,19,1223,0,0,220,0.0,2003,292500,50
206,7,1820,582,0,620,0.11,2013,375000,31
207,8,1738,860,520,500,0.09,2007,443500,-1
208,8,2098,897,0,455,0.14,2016,473900,42
209,61,1902,612,0,400,0.06,2019,396500,-1
210,8,1746,868,0,586,0.09,2020,443530,-1
211,1,1856,1856,0,540,0.16,2015,515000,-1
212,7,1280,0,0,220,0.14,1982,375000,49
213,68,1268,0,0,304,0.05,1984,360000,-1
214,8,1862,532,532,440,0.17,1983,436000,-1
215,8,1416,712,0,440,0.14,2001,375000,40
216,8,1484,690,690,480,0.13,1999,407000,-1
217,61,1179,1179,1062,400,0.13,1998,361000,-1
218,1,1557,1232,1232,650,0.4,1968,599900,-1
219,1,1511,1134,1134,576,0.21,1963,144000,-1
220,21,912,0,0,440,0.18,1970,225000,-1
221,8,2002,875,0,462,0.47,1972,507500,-1
222,1,384,0,0,300,0.18,1917,288000,-1
223,7,1708,442,442,520,0.23,1977,463250,-1
224,1,1053,1053,540,297,0.19,1961,407500,-1
225,1,1249,1249,0,495,0.76,1966,470000,-1
226,1,1327,0,0,456,0.18,1985,340200,-1
227,1,1532,560,560,768,0.3,1977,497000,25
228,1,850,850,850,484,0.18,1976,375000,-1
229,8,1828,702,702,572,0.14,1977,445000,-1
230,1,1320,0,0,484,0.19,1976,428000,-1
231,8,1957,1450,0,440,0.19,1999,450000,-1
232,61,1270,0,0,400,0.08,1995,335142,-1
233,8,1716,834,0,400,0.1,1996,473000,-1
234,8,2014,954,834,733,0.2,2002,564900,-1
235,61,1458,1458,1098,558,0.0,1988,450000,-1
236,8,2238,1065,965,484,0.23,1993,509000,-1
237,8,2753,1444,960,726,0.19,1990,555000,-1
238,8,1759,591,591,484,0.15,1991,463000,-1
239,68,1104,552,0,264,0.0,1985,257000,-1
240,8,2222,1222,630,484,0.36,1987,620000,-1
241,68,952,476,0,264,0.0,1981,279900,-1
242,61,988,988,494,264,0.0,1979,330000,-1
243,8,1999,1307,868,576,0.24,2005,508000,8
244,19,1392,0,0,0,0.0,2006,405000,-1
245,19,1033,0,0,0,0.0,2005,278000,46
246,19,1231,0,0,220,0.0,2016,385000,17
247,68,1456,0,0,484,0.0,2019,364000,-1
248,1,1880,1870,1300,670,0.23,2015,624500,3
249,19,1141,0,0,0,0.0,2004,480000,-1
250,8,2422,1128,0,400,0.16,2007,436000,-1
251,68,1402,744,0,420,0.05,2001,355000,21
252,1,2056,1513,1513,624,0.21,2002,635000,33
253,8,1694,475,0,399,0.11,2002,397000,28
254,1,946,946,946,528,0.23,1984,385000,-1
255,8,2307,764,0,506,0.11,1989,515000,-1
256,8,3096,1488,1248,661,0.21,2000,735000,19
257,8,2132,1040,1040,807,0.22,1995,564650,-1
258,68,992,0,0,0,0.0,1978,210000,-1
259,7,1580,0,0,460,0.19,1972,315725,-1
260,68,1152,0,0,0,0.0,1972,225000,1
261,15,1456,0,0,0,0.0,2006,76000,-1
262,8,1898,1056,762,600,0.13,2010,825000,-1
263,7,3069,0,0,462,0.33,1957,1331000,-1
264,68,1132,594,0,200,0.03,1997,302000,-1
265,8,2868,972,829,714,0.2,1998,585000,-1
266,61,800,800,800,240,0.08,1993,288900,-1
267,61,1766,1766,0,484,0.1,2006,510000,21
268,19,1118,0,0,286,0.0,2004,278000,29
269,4,1688,0,0,480,0.19,1977,325000,-1
270,61,542,512,512,0,0.0,1973,230000,-1
271,1,1531,0,0,552,0.19,1988,326000,-1
272,7,1580,0,0,336,0.22,1972,395000,-1
273,4,1968,0,0,288,0.15,1974,362500,-1
274,1,912,912,702,312,0.17,1961,400000,-1
275,1,768,0,0,300,0.16,1950,355000,-1
276,1,928,0,0,0,0.16,1950,350000,-1
277,15,1904,0,0,0,0.0,2018,104300,-1
278,1,1296,0,0,0,0.19,1962,350000,-1
279,8,2242,1116,996,544,0.19,1995,535000,16
280,8,1657,782,712,420,0.06,1996,465000,-1
281,1,1604,992,0,484,0.15,1987,424000,-1
282,1,924,0,0,364,0.17,1985,335500,-1
283,19,548,0,0,0,0.0,1979,140000,-1
284,7,2097,0,0,504,0.14,1987,389900,-1
285,8,1920,0,0,608,0.23,1984,411000,-1
286,7,1360,460,250,400,0.2,1985,335000,-1
287,4,1668,0,0,400,0.17,1985,356000,-1
288,8,2197,1112,0,660,0.15,2000,530000,-1
289,8,1767,850,684,420,0.18,2002,550000,-1
290,68,1606,814,0,420,0.07,2001,350000,22
291,68,1388,546,0,552,0.04,2003,375000,22
292,8,1683,0,0,420,0.1,2001,350000,-1
293,68,1703,0,0,518,0.05,2017,358500,-1
294,69,1152,0,0,612,0.03,2015,345000,-1
295,8,1746,868,0,586,0.09,2020,433965,-1
296,8,2186,616,616,534,0.11,2013,440000,31
297,8,1669,735,0,400,0.11,2013,409400,42
298,68,1482,722,0,360,0.1,2007,358000,31
299,8,1973,852,0,652,0.14,2007,530000,-1
300,19,1176,0,0,200,0.0,2001,250000,45
301,5,1600,1240,1162,440,0.1,2004,415000,8
302,8,4247,2106,1212,1012,0.73,2017,1569000,-1
303,7,1690,544,0,658,0.11,2013,362500,31
304,8,1628,0,0,500,0.11,2014,360000,-1
305,68,1303,630,630,278,0.0,2005,335000,-1
306,61,1524,685,0,420,0.06,2019,371000,-1
307,61,1547,685,0,420,0.07,2019,368000,-1
308,8,3657,1591,0,816,1.08,2000,790000,24
309,19,1012,0,0,0,0.0,1998,250000,6
310,68,1258,631,0,400,0.03,1995,297000,-1
311,8,1971,1421,1029,463,0.19,1988,490000,-1
312,8,2899,1877,1877,758,1.32,1990,885000,-1
313,7,1470,432,216,400,0.11,1994,422517,-1
314,1,1248,0,0,0,0.18,1961,380000,-1
315,15,960,0,0,0,0.0,1983,36000,-1
316,7,1370,528,528,528,0.21,1975,425000,-1
317,1,1572,1404,0,456,0.19,1967,413500,-1
318,5,1936,1040,468,520,0.33,1994,599900,-1
319,19,938,0,0,0,0.0,1978,222000,-1
320,61,1767,0,0,420,0.0,1974,411000,-1
321,7,1520,0,0,480,0.27,1976,395000,-1
322,7,1488,0,0,484,0.33,1979,382000,-1
323,7,2006,810,810,575,0.28,1978,525000,-1
324,51,1944,0,0,576,0.2,1970,470000,15
325,1,783,391,110,162,0.13,1932,408975,-1
326,1,2534,1080,613,792,0.53,1995,698900,-1
327,68,896,112,0,384,0.01,1985,220000,2
328,61,1294,552,168,420,0.05,1984,375000,-1
329,8,2116,1482,1482,592,0.25,1995,677350,-1
330,68,1228,636,636,200,0.02,1997,300000,-1
331,8,1775,1478,0,504,0.11,2020,435000,-1
332,68,1380,0,0,320,0.06,2014,405000,35
333,19,1033,0,0,0,0.0,2009,272500,46
334,8,2427,1421,929,631,0.15,2012,593550,-1
335,19,1263,0,0,470,0.0,2003,319900,52
336,8,2558,1244,788,666,0.16,2003,588000,40
337,8,2206,1590,0,704,0.14,2014,540000,-1
338,68,1622,974,0,484,0.11,2015,341480,-1
339,1,1657,1657,0,640,0.16,2012,525500,38
340,68,2177,0,0,400,0.1,2019,410607,40
341,61,1524,685,0,420,0.06,2019,367000,-1
342,1,2219,2212,1778,704,0.21,2000,820000,19
343,1,2072,1284,984,560,0.35,2001,600000,41
344,8,1859,1034,1034,484,0.16,1999,493000,-1
345,19,1131,0,0,0,0.0,1970,230000,-1
346,8,1751,967,603,680,0.19,1997,450000,47
347,4,1728,0,0,288,0.24,1973,372000,-1
348,1,971,971,971,456,0.19,1978,325000,-1
349,1,1232,0,0,336,0.18,1957,422000,-1
350,7,1717,621,621,420,0.18,1973,425000,-1
351,1,1576,1380,0,528,0.22,1977,425000,-1
352,19,827,0,0,0,0.0,1984,234000,-1
353,1,2026,1940,0,500,0.17,2001,465000,42
354,5,1754,0,0,400,0.1,2000,280000,-1
355,8,2273,1541,0,636,0.19,2005,451000,40
356,8,2453,718,586,724,0.16,2001,517000,22
357,68,1440,554,390,484,0.03,2003,325000,42
358,1,1620,1584,1330,688,0.16,2012,495000,8
359,8,2375,1152,0,400,0.17,2003,419900,40
360,68,1697,859,0,480,0.0,2008,346500,-1
361,8,2362,1185,0,670,0.17,2020,482105,-1
362,7,2188,0,0,516,0.41,1998,640000,-1
363,19,1012,0,0,200,0.0,1998,267500,6
364,68,1740,912,576,420,0.07,2002,418000,22
365,68,1437,0,0,475,0.0,1999,342500,-1
366,8,1755,717,0,378,0.1,2002,447000,22
367,1,3127,2360,2140,1496,2.66,1997,948000,-1
368,8,1776,892,638,640,0.17,1996,495000,-1
369,8,1412,710,458,420,0.17,2000,325000,-1
370,8,2460,1198,0,420,0.27,1988,469000,-1
371,8,1928,708,0,628,0.19,1992,440000,-1
372,68,1344,0,0,264,0.08,1995,320000,-1
373,8,2144,1202,1102,432,0.19,1994,505000,-1
374,61,988,988,988,264,0.0,1979,310000,-1
375,7,1298,0,0,240,0.09,1986,350000,-1
376,1,972,486,0,600,0.2,1920,464000,-1
377,1,1083,1083,918,760,0.22,1922,690218,-1
378,7,1368,456,0,288,0.14,1966,368000,-1
379,7,1680,432,0,528,0.35,1971,430000,-1
380,68,1104,0,0,264,0.0,1977,285000,-1
381,68,1544,0,0,400,0.13,1980,325000,-1
382,7,2063,628,0,528,0.33,1978,505000,-1
383,8,2474,960,0,484,0.23,1981,526000,-1
384,7,1800,672,0,500,0.24,1980,512500,-1
385,7,1332,0,0,440,0.23,1986,345000,-1
386,1,917,0,0,528,0.16,1950,404000,-1
387,14,1280,0,0,0,0.0,2015,69000,-1
388,5,1450,744,0,240,0.21,1922,450000,-1
389,19,896,0,0,288,0.0,1980,170000,-1
390,7,1764,442,0,468,0.18,1980,410000,20
391,19,761,0,0,0,0.0,1970,167500,-1
392,1,1504,570,570,484,0.16,1991,390000,-1
393,8,1462,680,120,440,0.15,1986,420000,-1
394,68,1152,576,576,352,0.09,1986,332500,-1
395,61,1123,1123,120,400,0.06,1995,420000,-1
396,19,1413,0,0,180,0.0,2017,325000,32
397,8,3170,1406,0,668,0.17,2015,590000,-1
398,8,1466,0,0,380,0.17,2002,330000,38
399,1,2182,2182,1714,584,0.17,2005,580000,8
400,15,1040,0,0,0,0.0,1993,32000,-1
401,15,1848,0,0,0,0.0,1999,75000,-1
402,68,1444,722,722,312,0.0,1972,365000,1
403,5,3732,0,0,1457,0.42,1979,1375000,-1
404,8,1632,0,0,456,0.16,1979,410000,-1
405,1,1556,0,0,836,0.36,1974,425000,-1
406,1,1300,1300,1300,816,1.0,1941,470000,-1
407,1,2067,0,0,480,0.69,1978,455500,-1
408,5,1064,0,0,0,0.79,1977,548000,25
409,7,1681,459,0,513,0.24,1978,405000,-1
410,8,1873,996,996,483,0.51,1990,645000,-1
411,4,1654,0,0,494,0.11,1977,335000,-1
412,8,2098,0,0,460,0.58,1982,685000,-1
413,7,1564,736,736,0,0.38,1935,510000,25
414,7,1616,0,0,420,0.16,1984,364000,-1
415,1,1551,1528,0,400,0.18,1993,405000,-1
416,1,1524,1168,1168,440,0.27,1993,399900,-1
417,1,2008,1956,1956,441,0.16,1988,1100000,-1
418,8,1812,964,812,500,0.17,1993,519000,-1
419,8,2334,1150,0,506,0.19,1993,489900,-1
420,344,2041,0,0,0,0.3,1997,367000,-1
421,8,1602,712,0,441,0.13,2002,392000,40
422,8,2052,820,560,440,0.15,2002,465000,42
423,8,1918,684,345,660,0.22,2002,456000,-1
424,1,1644,727,0,440,0.11,2001,384000,28
425,8,1932,1275,1099,871,0.2,2012,585000,-1
426,8,3199,1453,1150,831,0.21,2005,760000,-1
427,8,1975,755,0,400,0.1,2016,429900,-1
428,1,1918,1806,0,415,0.15,2015,558000,3
429,8,1746,868,0,586,0.09,2020,408515,-1
430,14,868,0,0,0,0.0,1978,1500,-1
431,1,2946,1214,1133,691,0.22,2014,865000,-1
432,8,3688,1750,0,822,0.18,2018,768000,-1
433,68,1620,0,0,483,0.05,2017,370000,-1
434,8,2359,0,0,576,0.11,2017,443500,-1
435,61,1924,1924,1924,484,0.0,2018,722900,-1
436,8,3622,1842,0,682,0.25,2017,680000,7
437,61,1917,1847,929,718,0.25,2015,587500,-1
438,19,688,0,0,0,0.0,1971,245000,-1
439,5,1930,1480,1022,630,0.29,2012,561000,-1
440,8,1901,901,0,460,0.19,2014,480000,42
441,8,1958,904,645,460,0.16,2015,483000,42
442,19,1601,0,0,480,0.0,2004,365000,11
443,61,852,0,0,0,0.0,2004,225000,-1
444,1,2091,2051,2051,1012,0.24,2007,667225,-1
445,8,2847,1428,980,420,0.13,2004,460000,-1
446,8,1430,0,0,270,0.1,2002,340000,38
447,68,2196,0,0,440,0.07,2018,595000,-1
448,14,1216,0,0,786,0.0,1998,68000,-1
449,1,1526,884,884,216,0.16,1920,750000,-1
450,75,2029,1376,1376,960,0.36,1935,650000,-1
451,7,1491,0,0,288,0.24,1956,388500,-1
452,1,1744,0,0,400,0.21,1959,415000,-1
453,7,1520,0,0,440,0.24,1977,400000,-1
454,8,2304,0,0,815,4.3,1980,740000,-1
455,8,3502,1154,330,546,0.35,1979,692500,-1
456,8,3179,1585,1158,808,0.2,2004,693500,19
457,8,1783,772,0,420,0.09,2004,436500,22
458,8,2065,871,0,528,0.17,2005,435000,22
459,8,2776,765,701,702,0.21,2005,599000,22
460,1,2129,1275,900,483,0.16,2005,550000,22
461,1,1204,0,0,440,0.1,2002,326000,-1
462,68,1314,648,375,456,0.03,2000,350000,-1
463,19,696,0,0,0,0.0,1998,237900,-1
464,68,1414,0,0,475,0.0,1998,340000,-1
465,68,1132,594,0,200,0.03,1997,287500,-1
466,68,1178,610,0,200,0.02,1998,325000,-1
467,1,2423,804,804,552,0.31,1997,595000,-1
468,8,2752,0,0,896,0.37,1997,640000,-1
469,8,1942,624,456,418,0.28,1991,465000,-1
470,19,608,0,0,0,0.0,1984,179000,-1
471,68,956,112,0,336,0.01,1983,250000,2
472,61,1456,0,0,306,0.1,1986,325000,-1
473,8,1871,825,825,875,0.46,1987,510400,-1
474,7,1368,0,0,418,0.15,1984,395000,-1
475,1,968,936,936,576,0.18,1983,380000,-1
476,8,1984,754,0,441,0.18,1981,422000,-1
477,7,1298,0,0,240,0.1,1988,340000,-1
478,1,1133,1085,0,440,0.15,1994,395000,-1
479,8,2950,1450,1394,770,0.21,1996,500000,-1
480,8,2941,1799,1362,640,0.21,2000,635000,-1
481,68,1364,660,660,440,0.07,2001,338000,41
482,61,691,691,691,0,0.0,1999,375000,44
483,8,2137,1107,0,504,0.15,2003,478000,-1
484,8,3657,1997,1669,768,0.24,2005,768000,19
485,4,1618,0,0,420,0.19,1981,360000,-1
486,19,918,0,0,0,0.0,1974,231500,-1
487,8,2180,1060,1060,672,0.18,2004,545000,40
488,67,1329,0,0,0,0.0,2004,255000,38
489,8,2154,956,0,596,0.09,2020,523935,-1
490,68,2029,0,0,460,0.0,2014,445000,30
491,8,1903,684,0,515,0.14,2015,456000,42
492,15,1296,0,0,0,0.0,2000,60000,-1
493,1,759,0,0,0,0.11,1903,331000,-1
494,5,3313,0,0,1025,0.68,1955,715000,-1
495,7,2157,1035,920,510,0.43,1980,590000,-1
496,68,1232,0,0,230,0.0,1972,243500,-1
497,8,1684,600,600,550,0.17,1986,440000,-1
498,7,1576,0,0,528,0.22,1980,350000,-1
499,8,1404,0,0,713,0.28,1998,400000,-1
500,68,1416,616,616,240,0.03,2000,329000,-1
501,19,936,0,0,0,0.0,1997,240000,-1
502,1,1550,1542,1542,662,0.17,1999,520000,-1
503,8,1944,876,0,420,0.14,2001,440000,16
504,8,2134,756,756,432,0.18,1995,555000,-1
505,8,2594,1210,0,753,0.41,1995,550000,-1
506,19,885,0,0,0,0.0,1984,220000,-1
507,68,1481,741,741,400,0.04,1999,315000,-1
508,1,1064,1064,1064,418,0.17,1979,395000,-1
509,8,2545,1737,413,694,0.2,1994,573000,-1
510,1,1490,0,0,440,0.18,2001,363000,-1
511,8,1446,0,0,210,0.07,2001,345000,-1
512,1,2320,2313,2004,825,0.94,1999,789000,24
513,7,1602,528,0,494,0.18,1979,395000,-1
514,1,1092,1092,982,312,0.32,1963,350000,-1
515,1,852,0,0,180,0.14,1949,380000,-1
516,1,2218,2218,2002,1176,2.49,2003,746950,-1
517,8,2136,1040,0,460,0.14,2016,482500,42
518,1,1599,829,0,462,0.11,2013,398000,-1
519,68,1675,0,0,408,0.05,2017,350000,-1
520,68,1678,945,0,529,0.1,2017,425000,42
521,8,1612,0,0,540,0.11,2012,375000,-1
522,8,1942,864,0,480,0.14,2016,460000,42
523,8,2208,893,0,550,0.15,2011,433500,-1
524,7,1656,0,0,480,0.18,1966,362000,-1
525,4,2044,0,0,520,0.18,1968,453000,-1
526,7,2040,0,0,400,0.15,1977,392500,26
527,8,1446,0,0,210,0.06,2001,350000,-1
528,8,2737,1296,1200,782,0.24,2003,650000,19
529,8,2328,1007,0,651,0.17,2002,525000,-1
530,8,1795,960,880,704,0.19,1993,415000,-1
531,8,1709,843,0,448,0.08,1992,415000,-1
532,8,1751,648,648,441,0.14,1990,459950,-1
533,8,1244,0,0,276,0.09,1985,318500,-1
